fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,fwd_header_len,flow_duration,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_mean,fwd_iat_max,fwd_iat_min,fwd_iat_std,src_port,dst_port,tot_fwd_pkts,totlen_fwd_pkts,flow_byts_s,flow_pkts_s,fwd_pkts_s,subflow_fwd_pkts,subflow_fwd_byts,label_binary,label_protocol,label_technique
90,90,90.0,0.0,90,90,90.0,0.0,40,0.204075,0.1020375,0.204075,0.0,0.1020375,0.0,0.0,0.0,0.0,0.0,57956,123,2,180,1323.042998897464,14.70047776552738,9.800318510351586,2,180,0,UDP,0
71,71,71.0,0.0,231,71,124.33333333333331,75.42472332656507,40,0.055769,0.0278845,0.055769,0.0,0.0278845,0.0,0.0,0.0,0.0,0.0,43105,53,2,142,6688.303537807743,53.79332604134914,35.86221736089942,2,142,0,UDP,0
87,87,87.0,0.0,103,87,92.33333333333331,7.542472332656507,40,0.055283,0.0276415,0.055283,0.0,0.0276415,0.0,0.0,0.0,0.0,0.0,37497,53,2,174,5010.581914874374,54.26623012499322,36.17748674999548,2,174,0,UDP,0
90,90,90.0,0.0,90,90,90.0,0.0,40,0.20497,0.102485,0.20497,0.0,0.102485,0.0,0.0,0.0,0.0,0.0,37433,123,2,180,1317.2659413572717,14.63628823730302,9.757525491535349,2,180,0,UDP,0
88,88,88.0,0.0,169,88,107.4,31.41719274537431,60,0.048623,0.01215575,0.04801,0.0,0.0207019661671904,0.000612,0.000306,0.000612,0.0,0.000306,52250,53,3,264,11044.156057832712,102.83199308969006,61.69919585381404,3,264,0,UDP,0
1399,73,495.1428571428572,574.863320046334,1399,69,524.5,568.8947617969426,140,0.387775,0.0298288461538461,0.087437,0.0,0.035030959480582,0.314955,0.0524925,0.158645,0.0,0.0561370483155583,51873,443,7,3466,18936.2387982722,36.10341048288312,18.05170524144156,7,3466,0,UDP,0
79,79,79.0,0.0,148,79,102.0,32.526911934581186,40,0.06,0.03,0.06,0.0,0.03,0.0,0.0,0.0,0.0,0.0,40738,53,2,158,5100.0,50.0,33.333333333333336,2,158,0,UDP,0
90,90,90.0,0.0,90,90,90.0,0.0,40,0.214521,0.1072605,0.214521,0.0,0.1072605,0.0,0.0,0.0,0.0,0.0,44052,123,2,180,1258.6180373949403,13.984644859943783,9.323096573295857,2,180,0,UDP,0
72,72,72.0,0.0,100,72,80.8,11.42628548566856,60,0.167066,0.0417665,0.094871,0.0,0.0424976136653577,7.4e-05,3.7e-05,7.4e-05,0.0,3.7e-05,50430,53,3,216,2418.2059784755725,29.928291812816493,17.956975087689894,3,216,0,UDP,0
72,72,72.0,0.0,88,72,77.33333333333333,7.542472332656507,40,0.062567,0.0312835,0.062567,0.0,0.0312835,0.0,0.0,0.0,0.0,0.0,59871,53,2,144,3708.024997202999,47.94859910176291,31.96573273450861,2,144,0,UDP,0
1399,73,268.7142857142857,461.9094575117245,1399,69,955.3829787234042,608.0653853836488,280,0.256982,0.0055865652173913,0.093604,0.0,0.018028718213441,0.250564,0.0192741538461538,0.173852,0.0,0.0464315601418593,39904,443,14,3762,174732.08240265856,182.89218700142425,54.47852378765828,14,3762,0,UDP,0
100,100,100.0,0.0,165,100,123.6,29.15201536772372,60,0.062255,0.01556375,0.055788,0.0,0.0233553579331916,0.000267,0.0001335,0.000267,0.0,0.0001335,55768,53,3,300,9926.913500923622,80.31483414986748,48.18890048992049,3,300,0,UDP,0
85,85,85.0,0.0,113,85,93.8,11.42628548566856,60,0.175098,0.0437745,0.121159,0.0,0.049784727188667,9.3e-05,4.65e-05,9.3e-05,0.0,4.65e-05,44868,53,3,255,2678.5000399776127,28.55543752641378,17.13326251584827,3,255,0,UDP,0
100,100,100.0,0.0,165,100,123.6,29.152015367723724,60,0.166101,0.04152525,0.110162,0.0,0.0455932604086119,0.000473,0.0002365,0.000473,0.0,0.0002365,60610,53,3,300,3720.6278107898206,30.10216675396295,18.06130005237777,3,300,0,UDP,0
71,71,71.0,0.0,231,71,124.33333333333331,75.42472332656507,40,0.05115,0.025575,0.05115,0.0,0.025575,0.0,0.0,0.0,0.0,0.0,60577,53,2,142,7292.27761485826,58.651026392961874,39.100684261974585,2,142,0,UDP,0
100,100,100.0,0.0,153,100,117.66666666666669,24.98443960192468,40,0.057935,0.0289675,0.057935,0.0,0.0289675,0.0,0.0,0.0,0.0,0.0,42714,53,2,200,6093.035298178994,51.7821696729093,34.5214464486062,2,200,0,UDP,0
1399,73,351.4166666666667,479.8842670084343,1399,69,445.2857142857143,543.8413759331582,240,0.384558,0.0192279,0.096954,0.0,0.0254412040731172,0.337707,0.0307006363636363,0.172769,0.0,0.0478408221335422,49315,443,12,4217,24316.2279812148,54.60814753561231,31.204655734635608,12,4217,0,UDP,0
1399,82,446.8333333333333,551.3638897215603,1399,82,586.4090909090909,582.1328073317126,240,0.233973,0.0111415714285714,0.090984,0.0,0.0203856173635364,0.233973,0.0212702727272727,0.090984,0.0,0.0263818489499225,42277,443,12,5362,55138.84080641784,94.02794339517808,51.287969124642586,12,5362,0,UDP,0
89,89,89.0,0.0,117,89,97.8,11.42628548566856,60,0.162349,0.04058725,0.096834,0.0,0.0420037538166233,0.000172,8.6e-05,0.000172,0.0,8.6e-05,37084,53,3,267,3012.029639849953,30.797849078220377,18.47870944693223,3,267,0,UDP,0
94,94,94.0,0.0,153,94,115.2,26.24042682579687,60,0.167235,0.04180875,0.159671,0.0,0.0681161247113156,6.2e-05,3.1e-05,6.2e-05,0.0,3.1e-05,50844,53,3,282,3444.255090142614,29.898047657487968,17.93882859449278,3,282,0,UDP,0
1399,73,539.3333333333334,608.6941395771406,1399,68,700.2307692307693,593.314179820718,120,0.508006,0.0423338333333333,0.251319,0.0,0.0926869758837358,0.508006,0.1016011999999999,0.252526,0.0,0.1224336001159812,51558,443,6,3236,17919.079695909106,25.59024893406771,11.810884123415866,6,3236,0,UDP,0
87,87,87.0,0.0,115,87,95.8,11.42628548566856,60,0.163551,0.04088775,0.112101,0.0,0.0461297910756974,0.000143,7.15e-05,0.000143,0.0,7.15e-05,39747,53,3,261,2928.750053500132,30.571503689980496,18.342902213988296,3,261,0,UDP,0
87,87,87.0,0.0,103,87,92.33333333333331,7.542472332656507,40,0.056417,0.0282085,0.056417,0.0,0.0282085,0.0,0.0,0.0,0.0,0.0,52689,53,2,174,4909.86759310137,53.17546129712675,35.450307531417835,2,174,0,UDP,0
1399,73,365.9166666666667,478.7261670888229,1399,66,374.72,472.8666213637838,240,0.545182,0.0227159166666666,0.096253,0.0,0.0296749961905595,0.545182,0.049562,0.155008,0.0,0.0447348463057603,51102,443,12,4391,17183.25256519841,45.85624617100344,22.01099816208165,12,4391,0,UDP,0
74,74,74.0,0.0,90,74,79.33333333333333,7.542472332656507,40,0.040053,0.0200265,0.040053,0.0,0.0200265,0.0,0.0,0.0,0.0,0.0,38053,53,2,148,5942.126682146157,74.90075649764063,49.93383766509376,2,148,0,UDP,0
77,77,77.0,0.0,105,77,85.8,11.42628548566856,60,0.151445,0.03786125,0.09629,0.0,0.0405343039620455,7.1e-05,3.55e-05,7.1e-05,0.0,3.55e-05,35134,53,3,231,2832.7115454455416,33.015286077453865,19.80917164647232,3,231,0,UDP,0
77,77,77.0,0.0,93,77,82.33333333333333,7.542472332656507,40,0.055213,0.0276065,0.055213,0.0,0.0276065,0.0,0.0,0.0,0.0,0.0,37838,53,2,154,4473.584119681959,54.335029793708,36.22335319580534,2,154,0,UDP,0
1399,73,647.6666666666666,583.7424279784897,1399,67,547.6666666666666,556.4786508832921,120,0.34333,0.0245235714285714,0.087387,0.0,0.0336062295090705,0.277064,0.0554128,0.153967,0.0,0.057418195765454,53790,443,6,3886,23927.41677103661,43.6897445606268,17.47589782425072,6,3886,0,UDP,0
90,90,90.0,0.0,90,90,90.0,0.0,40,0.209008,0.104504,0.209008,0.0,0.104504,0.0,0.0,0.0,0.0,0.0,57987,123,2,180,1291.8165811834954,14.353517568705504,9.569011712470337,2,180,0,UDP,0
90,90,90.0,0.0,90,90,90.0,0.0,40,0.209185,0.1045925,0.209185,0.0,0.1045925,0.0,0.0,0.0,0.0,0.0,56010,123,2,180,1290.7235222410784,14.341372469345316,9.560914979563544,2,180,0,UDP,0
90,90,90.0,0.0,90,90,90.0,0.0,40,0.207,0.1035,0.207,0.0,0.1035,0.0,0.0,0.0,0.0,0.0,55447,123,2,180,1304.3478260869565,14.492753623188406,9.66183574879227,2,180,0,UDP,0
1399,66,1376.1744264507422,167.19640928715302,1399,66,1124.2674012362268,527.6073150424083,59280,36.068527,0.0096958405913978,7.064803,0.0,0.2068342470392959,36.06795,0.0121727809652379,7.070602,0.0,0.2323108445846275,443,59510,2964,4078981,115984.74758894368,103.16473417392396,82.17690730758147,2964,4078981,0,UDP,0
1399,66,1376.1744264507422,167.19640928715302,1399,66,1124.2674012362268,527.6073150424083,59280,36.068527,0.0096958405913978,7.064803,0.0,0.2068342470392959,36.06795,0.0121727809652379,7.070602,0.0,0.2323108445846275,443,59510,2964,4078981,115984.74758894368,103.16473417392396,82.17690730758147,2964,4078981,0,UDP,0
90,90,90.0,0.0,90,90,90.0,0.0,40,0.207911,0.1039555,0.207911,0.0,0.1039555,0.0,0.0,0.0,0.0,0.0,38779,123,2,180,1298.6325879823578,14.429250977581752,9.619500651721168,2,180,0,UDP,0
90,90,90.0,0.0,90,90,90.0,0.0,40,0.203055,0.1015275,0.203055,0.0,0.1015275,0.0,0.0,0.0,0.0,0.0,48556,123,2,180,1329.6890005171012,14.77432222796779,9.849548151978528,2,180,0,UDP,0
90,90,90.0,0.0,90,90,90.0,0.0,40,0.211781,0.1058905,0.211781,0.0,0.1058905,0.0,0.0,0.0,0.0,0.0,41417,123,2,180,1274.901903381323,14.165576704236924,9.443717802824615,2,180,0,UDP,0
71,71,71.0,0.0,199,71,113.66666666666669,60.339778661252055,40,0.04144,0.02072,0.04144,0.0,0.02072,0.0,0.0,0.0,0.0,0.0,39036,53,2,142,8228.764478764479,72.3938223938224,48.262548262548265,2,142,0,UDP,0
90,90,90.0,0.0,90,90,90.0,0.0,40,0.20283,0.101415,0.20283,0.0,0.101415,0.0,0.0,0.0,0.0,0.0,38078,123,2,180,1331.1640289897944,14.790711433219936,9.860474288813291,2,180,0,UDP,0
90,90,90.0,0.0,90,90,90.0,0.0,40,0.219535,0.1097675,0.219535,0.0,0.1097675,0.0,0.0,0.0,0.0,0.0,55148,123,2,180,1229.872229940556,13.665246999339512,9.11016466622634,2,180,0,UDP,0
72,72,72.0,0.0,100,72,80.8,11.42628548566856,60,0.149936,0.0374839999999999,0.093565,0.0,0.0397038743764383,5.6e-05,2.8e-05,5.6e-05,0.0,2.8e-05,54255,53,3,216,2694.482979404546,33.34756162629388,20.00853697577633,3,216,0,UDP,0
72,72,72.0,0.0,88,72,77.33333333333333,7.542472332656507,40,0.147563,0.0737815,0.147563,0.0,0.0737815,0.0,0.0,0.0,0.0,0.0,56838,53,2,144,1572.2098357989469,20.33029960084845,13.5535330672323,2,144,0,UDP,0
1399,73,171.6315789473684,327.98872100734394,1399,69,1045.2080536912752,573.6784670521452,760,0.286537,0.0019360608108108,0.091043,0.0,0.0094091083058474,0.256038,0.0069199459459459,0.159442,0.0,0.0255192711758864,35125,443,38,6522,543510.9601901325,520.0026523625221,132.61812610587813,38,6522,0,UDP,0
100,100,100.0,0.0,165,100,123.6,29.152015367723724,60,0.056243,0.01406075,0.045069,0.0,0.0184571594289993,0.000117,5.85e-05,0.000117,0.0,5.85e-05,55131,53,3,300,10988.034066461603,88.89995199402593,53.339971196415554,3,300,0,UDP,0
1399,71,153.44809160305343,252.84810026839256,1399,68,1204.491368006993,462.1620823410445,26200,84.581014,0.0092428147743416,7.360772,-4e-06,0.2217274238700027,84.577098,0.0646119923605806,7.364804,0.0,0.5836532193280423,55065,443,1310,201017,130330.72646776262,108.20395224866895,15.488109423705891,1310,201017,0,UDP,0
71,71,71.0,0.0,199,71,113.66666666666669,60.339778661252055,40,0.056532,0.028266,0.056532,0.0,0.028266,0.0,0.0,0.0,0.0,0.0,36054,53,2,142,6031.9818863652445,53.06728932286139,35.378192881907594,2,142,0,UDP,0
87,87,87.0,0.0,115,87,95.8,11.42628548566856,60,0.154683,0.03867075,0.101249,0.0,0.0421686915517603,0.000113,5.65e-05,0.000113,0.0,5.65e-05,36099,53,3,261,3096.655741096307,32.3241726628007,19.39450359768042,3,261,0,UDP,0
87,87,87.0,0.0,103,87,92.33333333333331,7.542472332656507,40,0.042096,0.021048,0.042096,0.0,0.021048,0.0,0.0,0.0,0.0,0.0,56306,53,2,174,6580.197643481566,71.26567844925883,47.51045229950589,2,174,0,UDP,0
1399,73,363.6363636363636,495.3065667254194,1399,66,377.9166666666667,479.336252598899,220,0.521236,0.0226624347826087,0.088559,0.0,0.0294999169414101,0.455935,0.0455934999999999,0.159354,0.0,0.0461346661551809,55257,443,11,4000,17400.94697987092,46.04440215180839,21.103684319578846,11,4000,0,UDP,0
87,87,87.0,0.0,103,87,92.33333333333331,7.542472332656507,40,0.059934,0.029967,0.059934,0.0,0.029967,0.0,0.0,0.0,0.0,0.0,49296,53,2,174,4621.750592318217,50.05506056662328,33.37004037774886,2,174,0,UDP,0
74,74,74.0,0.0,90,74,79.33333333333333,7.542472332656507,40,0.042204,0.021102,0.042204,0.0,0.021102,0.0,0.0,0.0,0.0,0.0,36718,53,2,148,5639.275898019146,71.0833096388968,47.38887309259786,2,148,0,UDP,0
77,77,77.0,0.0,105,77,85.8,11.42628548566856,60,0.149593,0.03739825,0.109566,0.0,0.0447382411610861,7.9e-05,3.95e-05,7.9e-05,0.0,3.95e-05,50863,53,3,231,2867.7812464486974,33.42402385138342,20.05441431083005,3,231,0,UDP,0
77,77,77.0,0.0,93,77,82.33333333333333,7.542472332656507,40,0.066742,0.033371,0.066742,0.0,0.033371,0.0,0.0,0.0,0.0,0.0,60034,53,2,154,3700.818075574601,44.94920739564293,29.966138263761952,2,154,0,UDP,0
1399,73,515.0,555.9413188457933,1399,67,547.0,563.1988005037732,160,0.535363,0.0314919411764705,0.160947,0.0,0.0473796286783932,0.5353629999999999,0.0764804285714285,0.170395,0.0,0.0668057239524902,55091,443,8,4120,18391.259762067977,33.62204709701641,14.943132043118409,8,4120,0,UDP,0
94,94,94.0,0.0,153,94,115.2,26.24042682579687,60,0.150373,0.03759325,0.1468,0.0,0.0630609247211575,0.00054,0.00027,0.00054,0.0,0.00027,54468,53,3,282,3830.474885784017,33.25065005020848,19.95039003012509,3,282,0,UDP,0
1399,73,662.2857142857143,638.6809429901408,1399,68,749.9285714285714,599.3387385021828,140,0.373067,0.0286974615384615,0.298852,0.0,0.078851340281878,0.373067,0.0621778333333333,0.298852,0.0,0.1068728112764836,35884,443,7,4636,28142.3980142977,37.5267713306189,18.76338566530945,7,4636,0,UDP,0
90,90,90.0,0.0,90,90,90.0,0.0,40,0.206149,0.1030745,0.206149,0.0,0.1030745,0.0,0.0,0.0,0.0,0.0,33638,123,2,180,1309.732281020039,14.552580900222654,9.701720600148436,2,180,0,UDP,0
90,90,90.0,0.0,90,90,90.0,0.0,40,0.556106,0.278053,0.556106,0.0,0.278053,0.0,0.0,0.0,0.0,0.0,53246,123,2,180,485.5189478264935,5.394654975849928,3.5964366505666185,2,180,0,UDP,0
90,90,90.0,0.0,90,90,90.0,0.0,40,0.207689,0.1038445,0.207689,0.0,0.1038445,0.0,0.0,0.0,0.0,0.0,40803,123,2,180,1300.0207040334346,14.444674489260384,9.629782992840257,2,180,0,UDP,0
90,90,90.0,0.0,90,90,90.0,0.0,40,0.205915,0.1029575,0.205915,0.0,0.1029575,0.0,0.0,0.0,0.0,0.0,45226,123,2,180,1311.2206492970402,14.569118325522668,9.712745550348446,2,180,0,UDP,0
90,90,90.0,0.0,90,90,90.0,0.0,40,0.207131,0.1035655,0.207131,0.0,0.1035655,0.0,0.0,0.0,0.0,0.0,36868,123,2,180,1303.52289131033,14.48358768122589,9.65572512081726,2,180,0,UDP,0
90,90,90.0,0.0,90,90,90.0,0.0,80,35.500929,11.833643,20.251147,0.0,8.613158265289723,35.500929,11.833643,20.251147,0.0,8.613158265289723,57185,123,4,360,10.140579701449504,0.1126731077938833,0.1126731077938833,4,360,0,UDP,0
86,86,86.0,0.0,86,86,86.0,0.0,60,3.981949,1.9909745,3.981949,0.0,1.9909745,3.981949,1.9909745,3.981949,0.0,1.9909745,56533,53,3,258,64.79239186639506,0.7533999054231985,0.7533999054231985,3,258,0,UDP,0
72,72,72.0,0.0,72,72,72.0,0.0,60,4.2e-05,2.1e-05,4.2e-05,0.0,2.1e-05,4.2e-05,2.1e-05,4.2e-05,0.0,2.1e-05,40502,53,3,216,5142857.142857143,71428.57142857143,71428.57142857143,3,216,0,UDP,0
72,72,72.0,0.0,72,72,72.0,0.0,60,4.022082,2.011041,4.022082,0.0,2.011041,4.022082,2.011041,4.022082,0.0,2.011041,35709,53,3,216,53.7035296644872,0.745882356451211,0.745882356451211,3,216,0,UDP,0
84,84,84.0,0.0,84,84,84.0,0.0,100,5.002246,1.2505615,5.002195,0.0,2.166006611209266,5.002246,1.2505615,5.002195,0.0,2.166006611209266,57780,53,5,420,83.96228414196342,0.9995510016900409,0.9995510016900409,5,420,0,UDP,0
84,84,84.0,0.0,84,84,84.0,0.0,60,5.001404,2.500702,5.001404,0.0,2.500702,5.001404,2.500702,5.001404,0.0,2.500702,37044,53,3,252,50.38585165285588,0.5998315672959034,0.5998315672959034,3,252,0,UDP,0
85,85,85.0,0.0,85,85,85.0,0.0,60,5.005539,2.5027695,5.005539,0.0,2.5027695,5.005539,2.5027695,5.005539,0.0,2.5027695,36944,53,3,255,50.94356471900429,0.5993360555176975,0.5993360555176975,3,255,0,UDP,0
72,72,72.0,0.0,72,72,72.0,0.0,100,5.005854,1.2514634999999998,5.00563,0.0,2.167469039958068,5.005854,1.2514634999999998,5.00563,0.0,2.167469039958068,33728,53,5,360,71.91580098021237,0.9988305691696162,0.9988305691696162,5,360,0,UDP,0
72,72,72.0,0.0,72,72,72.0,0.0,100,5.007148,1.251787,5.00669,0.0,2.167894260444568,5.007148,1.251787,5.00669,0.0,2.167894260444568,34320,53,5,360,71.89721574037756,0.9985724408385772,0.9985724408385772,5,360,0,UDP,0
75,75,75.0,0.0,75,75,75.0,0.0,60,5.006161,2.5030805,5.006161,0.0,2.5030805,5.006161,2.5030805,5.006161,0.0,2.5030805,46187,53,3,225,44.944619240172266,0.5992615898689635,0.5992615898689635,3,225,0,UDP,0
72,72,72.0,0.0,72,72,72.0,0.0,60,5.005606,2.502803,5.005606,0.0,2.502803,5.005606,2.502803,5.005606,0.0,2.502803,52085,53,3,216,43.15161840544381,0.5993280334089419,0.5993280334089419,3,216,0,UDP,0
84,84,84.0,0.0,84,84,84.0,0.0,100,5.006118,1.2515295,5.00579,0.0,2.167523311363168,5.006118,1.2515295,5.00579,0.0,2.167523311363168,42267,53,5,420,83.89734321084721,0.9987778953672288,0.9987778953672288,5,420,0,UDP,0
100,100,100.0,0.0,100,100,100.0,0.0,100,5.00554,1.251385,5.005391,0.0,2.1673763748967323,5.005540000000001,1.251385,5.005391,0.0,2.1673763748967323,55917,53,5,500,99.88932263052538,0.9988932263052538,0.9988932263052538,5,500,0,UDP,0
87,87,87.0,0.0,87,87,87.0,0.0,100,5.00226,1.250565,5.002073,0.0,2.165934154024425,5.002260000000001,1.250565,5.002073,0.0,2.165934154024425,44005,53,5,435,86.96069376641758,0.9995482042116964,0.9995482042116964,5,435,0,UDP,0
87,87,87.0,0.0,87,87,87.0,0.0,60,5.005216,2.502608,5.005216,0.0,2.502608,5.005216,2.502608,5.005216,0.0,2.502608,40661,53,3,261,52.1456017082979,0.5993747322792863,0.5993747322792863,3,261,0,UDP,0
84,84,84.0,0.0,84,84,84.0,0.0,100,5.005629,1.25140725,5.005506,0.0,2.1674299240226174,5.005629,1.25140725,5.005506,0.0,2.1674299240226174,34073,53,5,420,83.90553914403165,0.9988754660003768,0.9988754660003768,5,420,0,UDP,0
87,87,87.0,0.0,87,87,87.0,0.0,60,5.005934,2.502967,5.005934,0.0,2.502967,5.005934,2.502967,5.005934,0.0,2.502967,53364,53,3,261,52.1381224762452,0.5992887640947724,0.5992887640947724,3,261,0,UDP,0
84,84,84.0,0.0,84,84,84.0,0.0,60,5.005743,2.5028715,5.005743,0.0,2.5028715,5.005743,2.5028715,5.005743,0.0,2.5028715,41698,53,3,252,50.34217697552591,0.5993116306610228,0.5993116306610228,3,252,0,UDP,0
72,72,72.0,0.0,72,72,72.0,0.0,100,5.0058,1.25145,5.005218,0.0,2.167238974633739,5.0058,1.25145,5.005218,0.0,2.167238974633739,60591,53,5,360,71.91657677094571,0.9988413440409126,0.9988413440409126,5,360,0,UDP,0
112,112,112.0,0.0,112,112,112.0,0.0,100,5.005781,1.25144525,5.005482,0.0,2.167394129964296,5.005781,1.25144525,5.005482,0.0,2.167394129964296,46612,53,5,560,111.87065514851729,0.9988451352546186,0.9988451352546186,5,560,0,UDP,0
99,99,99.0,0.0,99,99,99.0,0.0,100,5.003985,1.25099625,5.003822,0.0,2.166694957239756,5.003985,1.25099625,5.003822,0.0,2.166694957239756,52072,53,5,495,98.92115983561102,0.9992036347031416,0.9992036347031416,5,495,0,UDP,0
99,99,99.0,0.0,99,99,99.0,0.0,60,5.003001,2.5015005,5.003001,0.0,2.5015005,5.003001,2.5015005,5.003001,0.0,2.5015005,51439,53,3,297,59.36436950542284,0.5996400960143722,0.5996400960143722,3,297,0,UDP,0
75,75,75.0,0.0,75,75,75.0,0.0,100,5.00566,1.2514150000000002,5.005404,0.0,2.167366560848211,5.005660000000001,1.2514150000000002,5.005404,0.0,2.167366560848211,47978,53,5,375,74.91519599813012,0.9988692799750682,0.9988692799750682,5,375,0,UDP,0
75,75,75.0,0.0,75,75,75.0,0.0,60,5.005216,2.502608,5.005216,0.0,2.502608,5.005216,2.502608,5.005216,0.0,2.502608,40907,53,3,225,44.95310492094647,0.5993747322792863,0.5993747322792863,3,225,0,UDP,0
84,84,84.0,0.0,84,84,84.0,0.0,100,5.001619,1.25040475,5.001373,0.0,2.1656225298569893,5.001619,1.25040475,5.001373,0.0,2.1656225298569893,40168,53,5,420,83.97280960425014,0.9996763048125018,0.9996763048125018,5,420,0,UDP,0
100,100,100.0,0.0,100,100,100.0,0.0,100,5.005815,1.25145375,5.005456,0.0,2.167374211120725,5.005815,1.25145375,5.005456,0.0,2.167374211120725,41560,53,5,500,99.88383509977896,0.9988383509977896,0.9988383509977896,5,500,0,UDP,0
87,87,87.0,0.0,87,87,87.0,0.0,100,5.005545,1.25138625,5.005409,0.0,2.1673860454343816,5.005545000000001,1.25138625,5.005409,0.0,2.1673860454343816,43685,53,5,435,86.90362388111585,0.998892228518573,0.998892228518573,5,435,0,UDP,0
87,87,87.0,0.0,87,87,87.0,0.0,60,5.006283,2.5031415,5.006283,0.0,2.5031415,5.006283,2.5031415,5.006283,0.0,2.5031415,39975,53,3,261,52.13448780262722,0.5992469862370945,0.5992469862370945,3,261,0,UDP,0
87,87,87.0,0.0,87,87,87.0,0.0,100,5.005219,1.25130475,5.004968,0.0,2.1671784888766514,5.005218999999999,1.25130475,5.004968,0.0,2.1671784888766514,57726,53,5,435,86.90928408926762,0.9989572883823864,0.9989572883823864,5,435,0,UDP,0
87,87,87.0,0.0,87,87,87.0,0.0,60,5.005644,2.502822,5.005644,0.0,2.502822,5.005644,2.502822,5.005644,0.0,2.502822,55921,53,3,261,52.1411430776939,0.599323483651654,0.599323483651654,3,261,0,UDP,0
72,72,72.0,0.0,72,72,72.0,0.0,100,5.003104,1.250776,5.002832,0.0,2.1662505424040868,5.003104,1.250776,5.002832,0.0,2.1662505424040868,53841,53,5,360,71.95533013105464,0.9993795851535366,0.9993795851535366,5,360,0,UDP,0
112,112,112.0,0.0,112,112,112.0,0.0,100,5.006675,1.25166875,5.00604,0.0,2.167587259669536,5.006675,1.25166875,5.00604,0.0,2.167587259669536,55690,53,5,560,111.85067934307698,0.9986667798489016,0.9986667798489016,5,560,0,UDP,0
99,99,99.0,0.0,99,99,99.0,0.0,100,5.005714,1.2514285,5.005596,0.0,2.167469616841779,5.005713999999999,1.2514285,5.005596,0.0,2.167469616841779,33055,53,5,495,98.88699194560456,0.9988585045010562,0.9988585045010562,5,495,0,UDP,0
99,99,99.0,0.0,99,99,99.0,0.0,60,5.001577,2.5007885,5.001577,0.0,2.5007885,5.001577,2.5007885,5.001577,0.0,2.5007885,33129,53,3,297,59.381271147080206,0.5998108196674768,0.5998108196674768,3,297,0,UDP,0
75,75,75.0,0.0,75,75,75.0,0.0,100,5.005837,1.25145925,5.005545,0.0,2.167422419956868,5.005837,1.25145925,5.005545,0.0,2.167422419956868,38778,53,5,375,74.91254709252419,0.998833961233656,0.998833961233656,5,375,0,UDP,0
84,84,84.0,0.0,84,84,84.0,0.0,100,5.005527,1.25138175,5.005407,0.0,2.1673874887710287,5.005527,1.25138175,5.005407,0.0,2.1673874887710287,49495,53,5,420,83.90724892703605,0.9988958205599532,0.9988958205599532,5,420,0,UDP,0
81,81,81.0,0.0,81,81,81.0,0.0,100,5.002922,1.2507305,5.002783,0.0,2.166248521095456,5.002922,1.2507305,5.002783,0.0,2.166248521095456,39376,53,5,405,80.95269124723512,0.9994159413238904,0.9994159413238904,5,405,0,UDP,0
87,87,87.0,0.0,87,87,87.0,0.0,100,5.006012,1.251503,5.005887,0.0,2.167594613191429,5.006012,1.251503,5.005887,0.0,2.167594613191429,35025,53,5,435,86.89551683056293,0.998799044029459,0.998799044029459,5,435,0,UDP,0
93,93,93.0,0.0,93,93,93.0,0.0,100,5.005625,1.25140625,5.005452,0.0,2.1673993246536707,5.005625,1.25140625,5.005452,0.0,2.1673993246536707,60922,53,5,465,92.89549257085778,0.998876264202772,0.998876264202772,5,465,0,UDP,0
75,75,75.0,0.0,75,75,75.0,0.0,100,5.002768,1.250692,5.002504,0.0,2.166109668820233,5.002768,1.250692,5.002504,0.0,2.166109668820233,45594,53,5,375,74.95850297275429,0.9994467063033904,0.9994467063033904,5,375,0,UDP,0
81,81,81.0,0.0,81,81,81.0,0.0,100,5.003771,1.25094275,5.0036,0.0,2.166597673788949,5.003771,1.25094275,5.0036,0.0,2.166597673788949,45045,53,5,405,80.93895583950584,0.999246368388961,0.999246368388961,5,405,0,UDP,0
87,87,87.0,0.0,87,87,87.0,0.0,100,5.002374,1.2505935,5.002144,0.0,2.1659586916344344,5.0023740000000005,1.2505935,5.002144,0.0,2.1659586916344344,50586,53,5,435,86.95871200354073,0.9995254253280544,0.9995254253280544,5,435,0,UDP,0
93,93,93.0,0.0,93,93,93.0,0.0,100,5.005623,1.25140575,5.005499,0.0,2.167426748598367,5.005623,1.25140575,5.005499,0.0,2.167426748598367,35177,53,5,465,92.89552968731364,0.9988766633044478,0.9988766633044478,5,465,0,UDP,0
75,75,75.0,0.0,75,75,75.0,0.0,100,5.005894,1.2514735,5.005552,0.0,2.1674182336592884,5.005894,1.2514735,5.005552,0.0,2.1674182336592884,51014,53,5,375,74.91169409500083,0.9988225879333442,0.9988225879333442,5,375,0,UDP,0
70,70,70.0,0.0,70,70,70.0,0.0,100,5.005973,1.25149325,5.005472,0.0,2.167360645877074,5.005973,1.25149325,5.005472,0.0,2.167360645877074,60290,53,5,350,69.91647777564921,0.9988068253664172,0.9988068253664172,5,350,0,UDP,0
