iat_median,iat_variance,iat_cv,iat_entropy,iat_skewness,iat_kurtosis,fwd_iat_mean,fwd_iat_std,fwd_iat_min,fwd_iat_max,bwd_iat_mean,bwd_iat_std,bwd_iat_min,bwd_iat_max,pkt_rate,pkt_len_mean,pkt_len_std,pkt_len_max,pkt_len_median,pkt_len_entropy,fwd_pkt_len_std,syn_count,ack_count,psh_count,fin_count,rst_count,win_size_mean,win_size_std,win_size_max,win_size_entropy,win_size_changes,seq_std_increment,seq_entropy,seq_large_jumps,ack_unique_count,checksum_entropy,checksum_uniqueness_ratio,retransmission_count,segment_not_captured_count,pkt_len_cv,label_technique,label_binary,label_protocol
0.0051400000000398,0.0002572792115799,1.3490895744900306,2.058813890323988,1.174071686632613,-0.236026875059963,0.0249897500000031,0.0161711606320273,0.0051640000000361,0.045328999999981,0.0233075000000013,0.0175327420630415,0.0051860000000374,0.0453339999999684,93.45357606228691,111.9,59.78369342889414,204.0,99.5,1.960964047436468,21.056115501202967,0,5,5,0,5,4098.3,4098.305163113161,8215.0,1.360964047439353,9,1454.9484526951462,1.499999999995672,0,1.0,2.6464393446609167,0.69999999993,5,0,0.5342599948962788,3,1,TCP
0.0319159999999101,0.0002542525517788,0.8934942695882109,0.9910760598353368,-0.2234760689370106,-1.949882995231037,0.0320837499999697,0.0001248546654406,0.0319349999999758,0.0322809999997844,0.0320879999999306,0.000131603571443,0.0319349999999758,0.0322980000000825,62.261072744252736,104.5,56.27654929009063,204.0,79.5,2.1609640474350247,35.12264226962431,0,5,5,0,5,4103.1,4103.149143036359,8263.0,1.360964047439353,9,47453132.81212578,1.499999999995672,2,1.0,2.1609640474350247,0.59999999994,4,1,0.5385315721539722,2,1,TCP
4.100000001017179e-05,0.0001785167131111,1.228335499431586,1.8799649487198973,0.701801544202057,-1.1165531538836853,0.0244692499999814,0.0083978475330075,0.0143429999999398,0.0346210000000155,0.0244675000000142,0.0083882441696682,0.014342000000056,0.0346150000000307,102.14921853652494,109.5,57.649371202121536,194.0,96.0,1.7609640474379105,22.05447800334436,0,5,5,0,5,4096.0,4096.0,8192.0,0.9999999999971146,9,369.9662146737185,1.499999999995672,0,1.0,2.646439344660916,0.69999999993,5,0,0.5264782758184567,3,1,TCP
2.700000004551839e-05,0.0001695224488875,1.1951605177964826,1.657742726499118,0.5835998192539155,-1.3197520421954665,0.0245069999999998,0.0069947652212342,0.0161669999999958,0.0328630000000202,0.0245069999999998,0.0069906424240074,0.0161749999999756,0.032854000000043,101.99294104808116,104.2,52.40381665489643,184.0,91.5,1.7609640474379105,21.26593520163173,0,5,5,0,5,4107.5,4107.556627728947,8268.0,1.6854752972215634,9,550.0,0.9999999999971146,0,1.0,2.6464393446609167,0.69999999993,5,0,0.5029157068608054,3,1,TCP
2.3999999939405825e-05,0.0003110685123989,1.1350400091640478,1.3516441151490644,0.3289882771362918,-1.7337720935033842,0.0349577499999895,0.0047434337444305,0.0319609999996828,0.0431690000000344,0.0349577500001032,0.0047435389412532,0.0319559999998091,0.0431690000000344,71.50569491726274,81.1,49.88075781300841,188.0,57.0,0.9219280948830342,59.22296851729065,1,5,2,1,5,4096.0,4096.0,8192.0,0.9999999999971146,9,166085823.93595687,1.499999999995672,3,2.0,2.8464393446594736,0.79999999992,2,1,0.6150525007769149,1,1,TCP
2.4999999993724487e-05,0.0003716284025437,1.72046917102243,0.764204506505735,1.3288543720773596,-0.1969089574700646,0.0252065000000101,0.0220042243955517,0.002882999999997,0.0491260000000011,0.0252049999999997,0.0220095713156757,0.0028770000000122,0.0491269999999985,99.16306275869093,112.8,61.87374241146239,203.0,91.0,1.7609640474379105,27.2367398930195,0,5,5,0,5,4105.4,4105.440176156511,8257.0,1.6854752972215634,9,7417.2097179465,1.499999999995672,0,1.0,2.6464393446609167,0.69999999993,5,0,0.5485260852079951,3,1,TCP
2.599999999119973e-05,0.0001502940682469,1.5304329497728162,1.6577427264991182,1.2631637155916888,-0.1959366802783657,0.0180170000000003,0.0125975103691086,0.0048250000000109,0.0331429999999954,0.0180190000000024,0.0126002137481777,0.0048220000000185,0.0331449999999904,138.70779622844074,108.3,59.21494743728141,202.0,82.0,1.960964047436468,33.40419135378074,0,5,5,0,5,4096.0,4096.0,8192.0,0.9999999999971146,9,2005.617112013158,1.499999999995672,0,1.0,2.6464393446609167,0.69999999993,5,0,0.5467677510367578,3,1,TCP
9.299999999257123e-05,0.0002374365391105,1.5022399511142663,1.6577427264991182,1.2283937022878806,-0.2911001657022285,0.0230682499999943,0.0155503217551243,0.0072450000000117,0.0409869999999727,0.0230557499999974,0.0155133436978153,0.0072670000000698,0.0409230000000206,108.323583037375,109.0,59.799665550904216,200.0,85.0,1.960964047436468,33.19638534539566,0,5,5,0,5,4111.6,4111.698510348248,8290.0,1.6854752972215634,9,71171461.90093265,1.9999999999942293,4,1.0,2.6464393446609167,0.69999999993,4,1,0.5486207848706759,1,1,TCP
0.0313969999997425,0.000246163231065,0.8934224335454286,0.9910760598353368,-0.2234270763396898,-1.9498388867429728,0.0316107500000271,0.0001794594313647,0.031423999999788,0.0318419999998695,0.0316550000000006,0.0001560817094225,0.0314159999998082,0.0318409999999858,63.27071601386692,99.6,46.69518176428912,168.0,92.0,1.960964047436468,14.218298069740976,0,5,5,0,5,4100.9,4100.923419182563,8241.0,1.360964047439353,9,35589849.60909433,1.499999999995672,2,1.0,2.1609640474350247,0.59999999994,4,1,0.4688271261474765,2,1,TCP
0.0159060000000863,6.454739735827118e-05,0.8931342458468288,0.9910760598353368,-0.2203693407248969,-1.9469690430314348,0.0160324999999943,0.0001444723156534,0.0159240000000409,0.0162799999999379,0.0162584999999921,0.0003653741233369,0.0159240000000409,0.0168469999999842,123.51931071875654,92.3,42.03343906938855,170.0,79.5,1.960964047436468,24.49163122374661,0,5,5,0,5,4096.0,4096.0,8192.0,0.9999999999971146,9,21783595.98755293,0.8112781244562475,4,1.0,2.6464393446609167,0.69999999993,4,1,0.4554002066022545,2,1,TCP
